movieId,title,genres,overview
122924,X-Men: Apocalypse (2016),Action|Adventure|Fantasy|Sci-Fi,"События «Дней Минувшего Будущего» оказали колоссальное влияние на мир, где мутанты и люди борются за свое место под Солнцем. В это нелегкое время Людям Икс предстоит столкнуться со своим самым опасным противником — древним мутантом Апокалипсисом, существом, схватка с которым может стать последней не только для мутантов, но и в принципе для всего человечества. В поисках способа победы над неуязвимым и бессмертным монстром Людям Икс предстоит узнать больше о происхождении своего вида. Но Апокалипсис неимоверно силен, и вероятность победы все уменьшается, ведь он твердо убежден, что только сильнейшие имеют право на выживание…"
122926,Untitled Spider-Man Reboot (2017),Action|Adventure|Fantasy,
122932,Elsa & Fred (2014),Children|Comedy|Romance,"История о двух пожилых людях, которые приходят к мысли, что для них еще не поздно влюбляться и превращать мечты в быль."
123200,Jim Jefferies: I Swear to God (2009),Comedy,"Наркотики, вибраторы, вульгарности и пошлости — всё это и есть концерт Джима Джеффриса."
123310,Tornado! (1996),Action,
123545,The Blue Lagoon (1949),Drama|Romance,
123553,In the Name of the King III (2014),Action|Adventure|Drama|Fantasy,"Однажды появляется неизвестный странник в необычном одеянии - человек в странной экипировке, неустанно твердящий, что он ""не из этих мест"". Так начинается необыкновенная история, но прочно связавшая друг с другом путешествия во времени и в пространстве, грандиозные сражения и героические подвиги, волшебство и древнюю магию, пророчества и их чудесное воплощение в реальность."
123947,Cake (2014),Drama,"Клэр привлекательная, веселая и острая на язык женщина. В один день она узнаёт о самоубийстве одной из участниц группы психологической поддержки, собрания которой она посещает из-за синдрома хронической боли. Клэр решает узнать историю этой несчастной. Копаясь в жизни покойной, она переживает болезненный роман с вдовцом и сама становится жертвой трагедии."
124273,Kevin Smith: Too Fat For 40 (2010),Comedy,"Круглую дату (сороковник) Кевин Смит вновь отмечает в родном Ред-Бэнке, штат Нью-Джерси. Слегка помятый последними жизненными событиями, он и теперь остаётся неунывающим весельчаком, для которого запретных тем — не существует."
124404,"Snowflake, the White Gorilla (2011)",Adventure|Animation|Children|Comedy,"Горилла-альбинос Снежинка - новая обитательница зоопарка Барселоны. Чтобы полюбоваться ее белоснежной шерстью, в Испанию приезжают туристы со всего света. Но жизнь всеобщей любимицы не так прекрасна, как кажется: гориллы, которые живут в зоопарке, не принимают ее в свой круг. В отчаянии Снежинка отправляется на поиски средства, которое могло бы сделать ее похожей на сородичей..."
124484,Kenny & Company (1976),Comedy|Drama,
124851,Delirium (2014),Adventure|Romance|Sci-Fi,"Недалекое будущее. Мир, в котором запрещена любовь, потому что любовь - болезнь, опаснейшая амор делириа, и человеку, нарушившему запрет, грозит жестокое наказание. Посему любой гражданин, достигший восемнадцатилетнего возраста, обязан пройти процедуру освобождения от памяти прошлого, несущего в себе микробы болезни.  Это история Лины, девушки, которой до процедуры остается несколько месяцев. И она наверняка повторила бы судьбу большинства законопослушных граждан, если бы не встретила человека, резко изменившего ее взгляд на окружающий мир."
124853,Why Man Creates (1968),Animation|Documentary,
124859,The Gambler (2014),Crime|Drama|Thriller,"Джим Беннетт — преподаватель, который является образцом для своих студентов, однако в жизни он страдает от болезненного пристрастия к азартным играм."
125221,The Beast of Hollow Mountain (1956),Horror|Sci-Fi|Western,"Количество скота на мексиканском ранчо фермера Джимми Райана неуклонно сокращается. Поначалу Джимми списывает всё на пум и койотов, но вскоре становится понятно, что его проблема в прямом смысле этого слова гораздо больше, чем он может себе представить."
125914,Mortdecai (2015),Adventure|Comedy|Mystery|Romance,"В центре сюжета — история Чарльза Мордекая, обходительного арт-дельца и жулика по совместительству, который путешествует по всему миру и с помощью своего неотразимого обаяния пытается раздобыть украденную картину. По слухам, в этом произведении искусства содержится код доступа к банковской ячейке, наполненной нацистским золотом. По ходу Мордекаю приходится улаживать дела с недобрыми русскими, британской разведкой Mi5, международным террористом и со своей умопомрачительно длинноногой женой."
125916,Fifty Shades of Grey (2015),Drama|Romance,"В центре сюжета сложные взаимоотношения выпускницы колледжа Анастейши Стил и молодого бизнесмена Кристиана Грея, который убеждает девушку подписать с ним контракт, позволяющий ему фактически контролировать всю ее жизнь. Условия контракта подразумевают также подписание соглашения о неразглашении, в результате чего Грей фактически может делать с Анастейшей все, что ему заблагорассудится."
125970,Halloweentown (1998),Adventure|Children|Comedy|Fantasy,"В канун Хэллоуина, Марни сильно повздорила со своей мамой Гвен. А тут еще и бабушка Эгги приехала с визитом, и говорит, что девочке надо срочно начать учится всяким ведьмацким штучкам, иначе, с наступлением 13-летия ее магические возможности будут утрачены навсегда. Но есть еще одна причина приезда Эгги. Что-то темное и злое растет в Хэллоуинтауне, и Эгги хочет воспользоваться помощью внучки, чтобы победить это зло..."
125974,Halloweentown High (2004),Adventure|Children|Comedy|Fantasy,"Перед началом нового учебного года Марни Пайпер, юная волшебница, ставит на кон магию своей семьи, чтобы её друзьям из Хэллоуинтауна позволили поступить в школу в мире смертных и учиться вместе с ней."
126088,A Flintstones Christmas Carol (1994),Animation|Children|Comedy,
126090,Hedgehog in the Fog (1975),Animation,"По вечерам Ёжик ходил к Медвежонку в гости считать звёзды. Они усаживались на брёвнышке и, прихлёбывая чай, смотрели на звёздное небо. Оно висело над крышей, прямо за печной трубой. Справа от трубы были звёзды Медвежонка, а слева — Ёжика."
126142,The Cave of the Golden Rose (1991),Adventure|Children|Fantasy,"Давным-давно, в незапамятные времена велась жестокая и бесконечная война между двумя королевствами. Никто уже не мог вспомнить, что явилось причиной начала этой беспощадной битвы, и никто уже не мог положить ей конец. У одного из воюющих королей было три дочери: Катерина, Каролина и самая младшая – Фантагиро, мальчик в юбке. Пока ее сестры учились готовить и вышивать, девочка в тайне от всех изучала боевое искусство. Когда дочери выросли, король решил выдать их замуж. Но Фантагиро пошла против воли отца, отказавшись от мужа и сбежав из дома. Фантагиру ждут многочисленные трудности и опасности, прежде чем она сможет спасти королевство своего отца и встретить отважного и храброго рыцаря, который завоюет ее сердце."
126420,American Heist (2015),Action,"У Джеймса темное прошлое, но сейчас он из всех сил пытается изменить свою жизнь — встречается с красивой девушкой, устроился работать автомехаником, мечтает о собственном бизнесе. Тем временем, его старший брат Френки, отсидевший десять лет в тюрьме, выходит на свободу. Френки пытается наладить отношения, но Джеймс не может простить брата за то, что много лет назад он втянул его в криминал, из-за чего Джеймс отсидел шестнадцать месяцев. Однако попытки Джеймса начать новую жизнь не складываются: из-за тюремного прошлого он не может рассчитывать на хорошую работу и получает отказы в кредитовании своего бизнеса. Видя это, Френки предлагает Джеймсу «провести небольшое дельце». Он клянется, что это в последний раз и после ограбления банка в Новом Орлеане у них будут деньги, и они вернут свою жизнь, которую когда-то потеряли. В результате «небольшое дельце» станет одним из самых кровавых и драматических налетов в истории Америки…"
126426,Solyaris (1968),Drama|Sci-Fi,"Солярис. Планета где-то в далёком космосе, почти полностью покрытая океаном, на которую не так уж давно начали посылать первые экспедиции. На небольшую исследовательскую базу прибывает учёный-психолог Крис Кельвин и почти с самого начала сталкивается с происходящими здесь странностями. Один из сотрудников базы, доктор Гибарян, совсем недавно скончался, другой заперся в лаборатории и не только отказывается выходить или впускать кого-либо — даже просто поговорить его сложно заставить. Вскоре в комнате Криса появляется «гость» — девушка, которую он любил десять лет назад и которую по сути спровоцировал на самоубийство. Вероятно, у других жителей базы тоже «живут» подобные «гости из прошлого». Возможно ли разгадать, что же тут в действительности происходит?"
126430,The Pacific (2010),Action|Adventure|Drama|War,
126482,Strange Magic (2015),Animation|Children|Fantasy|Musical,"Музыкальная сказка о гоблинах, эльфах, феях и бесах, рассказанная под мелодии популярных песен последних шести десятилетий."
126548,The DUFF (2015),Comedy,"Семнадцатилетняя Бьянка Пайпер остроумна и преданна, она не тешит себя иллюзиями о том, что также привлекательна, как и ее подруги. Она также слишком умна, чтобы попасть в раскинутые сети плейбоя и школьного красавчика Уэсли Раша. Более того, Бьянка ненавидит его. И когда он дает ей кличку «Простушка», она выплескивает стакан колы ему в лицо. Обстановка дома совсем не радужная и Бьянке необходимо отвлечься. Она целует Уэсли, хуже всего, ей это нравится. И когда появляется возможность забыть о своих проблемах, Бьянка окунается в омут с головой. Уэсли оказывается хорошим слушателем, а его жизнь не такой уж и идеальной, какой она себе ее представляла. Все переворачивается с ног на голову, вмешиваются настоящие чувства и Бьянка понимает, что влюбляется в парня, которого ненавидела больше всех."
126577,"Daddy, I'm A Zombie (2012)",Animation|Comedy|Fantasy,"Дикси трудно переживает развод родителей. Она огородилась от всего мира, даже друзья не могут достучаться до нее. Мрачность у Дикси стала образом жизни, за что дети в школе начинают дразнить ее Зомби. Тень ненависти следует за ней, и от отчаяния она убегает в лес. Проснувшись, Дикси обнаруживает себя похороненной на одном из кладбищ. Жизнь среди мертвых манила ее давно, но стремилась ли она к этому на самом деле?"
126921,The Fox and the Hound 2 (2006),Adventure|Animation|Children|Comedy,"Тод и Коппер все еще как ниточка и иголочка, но когда у Коппера появляется шанс попасть в супер группу, их дружба подвергается испытанию."
127052,Operation 'Y' & Other Shurik's Adventures (1965),Comedy|Crime|Romance,"Фильм состоит из трёх новелл, объединённых фигурой главного героя Шурика, попадающего в самые невероятные ситуации. В «Напарнике» Шурик сражается с хулиганом Верзилой; в «Наваждении» весьма оригинальным способом готовится к экзамену; в «Операции «Ы» предотвращает «ограбление века», на которое идёт знаменитая тройка — Балбес, Трус и Бывалый."
127096,Project Almanac (2015),Sci-Fi|Thriller,"Однажды после просмотра старой плёнки со дня рождения уже взрослый именинник заметил себя «настоящего» в отражении на видео. Снедаемые любопытством друзья нашли чертежи таинственного устройства, похожего на машину времени. Они решили доделать её и испытать, чтобы вернуться в прошлое и исправить некоторые ошибки. Но что будет, если группа отвязных тинейджеров случайно завладеет машиной времени? Однозначно, будет весело, пока кто-то не нарушит правила, и весёлая шутка не обернётся кошмаром."
127098,Louis C.K.: Live at The Comedy Store (2015),Comedy,Выступление комика Луиса С. К. на Comedy Store в Лос-Анджелесе.
127108,Brooklyn (2015),Drama|Romance,"История Эллис Лэйси, которая неохотно покидает свою родную ирландскую деревню и отправляется на поиски работы в Америку. В итоге она поселяется в Бруклине, постепенно излечивается от ностальгии и начинает наслаждаться воздухом свободы. Ко всему прочему Эллис влюбляется, но трагические новости с родины заставляют ее вернуться в Ирландию, где она встречает другого мужчину и в результате вынуждена делать нелегкий выбор."
127114,The End of the Tour (2015),Drama,"Вскоре после публикации романа «Бесконечная шутка» (позднее вошедшим в список ста лучших романов XX века по мнению Time) писатель Дэвид Фостер Уоллес отправляется в поездку с журналистом Rolling Stones Дэвидом Липски, готовящем о нем статью. За пять дней между ними возникла некая доверительная связь, позволившая каждому из них поделиться своими сокровенными мыслями и желаниями. Так или иначе, интервью никогда не было опубликовано — аудиокассеты отправились в шкаф Липски, а сами герои так больше и не встретились."
127116,Experimenter (2015),Drama,"Знаменитый психолог Стенли Милграм в 1961 году провел ряд радикальных поведенческих экспериментов, в процессе которых проверялась готовность обычных людей подчиняться власти."
127130,Mistress America (2015),Comedy,"Трейси — одинокая студентка нью-йоркского колледжа. Ее жизнь скоро изменится благодаря будущей сводной сестре Брук, любящей приключения и втягивающей Трейси в сумасшедшие эскапады."
127132,Zipper (2015),Drama|Thriller,"История о семьянине, который рискует потерять все, потому что не может подавить свою страсть к другим женщинам…"
127134,A Walk in the Woods (2015),Adventure|Comedy|Drama,"Проведя два десятилетия в Англии, писатель Билл Брайсон решает, что лучший способ вновь прочувствовать свою родину — это путешествие по следу аппалачей в компании своего старого друга, бывшего алкоголика."
127136,True Story (2015),Drama|Mystery|Thriller,"История взаимоотношений журналиста Майкла Финкеля и убийцы, разыскиваемого ФБР, по имени Кристиан Лонго, который много лет скрывался за пределами США под именем Финкеля."
127146,Kurt Cobain: Montage of Heck (2015),Documentary,"Взгляд на жизнь, творчество и мысли Курта Кобейна, кумира целого поколения и одной из ярчайших фигур конца XX века.  После смерти Кобейна права на все его неопубликованные материалы были поделены между участниками Nirvana и родственниками музыканта. Автору фильма был предоставлен беспрецедентный доступ к личным архивам музыканта всеми правообладателями оных. При помощи анимации, откровенных интервью с ближайшими соратниками певца, а также рисунков и домашних видеозаписей самого Курта, «Чёртов монтаж» отслеживает творческий путь Кобейна от самых ранних начинаний в городе Абердин, штат Вашингтон, до зенита всемирной славы — и находит за титанической фигурой легенды"
127152,Going Clear: Scientology and the Prison of Belief (2015),Documentary,"Фильм исследует тайную кухню одной из самых богатых и влиятельных организаций мира — так называемой «Церкви Саентологии». Документальный триллер переворачивает представления зрителя о возможностях современных сект и о том, как далеко они способны зайти в стремлении защитить свои деньги и власть. Фильм проливает свет на засекреченные стороны жизни Тома Круза и Джона Траволты, ставших «звёздными лицами» саентологии, и основан на ошеломляющих показаниях бывших топ-менеджеров организации, которые долгие годы были вынуждены молчать о происходящем за её стенами. Шокирующее расследование оскароносца Алекса Гибни, одного из величайших документалистов современности, снято по бестселлеру пулитцеровского лауреата Лоуренса Райта."
127164,"What Happened, Miss Simone? (2015)",Documentary,
127172,A Story of Children and Film (2013),Documentary,
127180,"Story of Film: An Odyssey, The (2011)",Documentary,
127184,Eden (2014),Drama,"Жизнь французского ди-джея, кому приписывают изобретение ""французского дома» или «французского стиля», тип французской электронной музыки, которая стала популярной в 1990-х годах."
127194,The D Train (2015),Comedy,"Герои этой истории — бывшие одноклассники, решившие устроить встречу выпускников. Один из них, в школе занимавшийся организацией мероприятий, решает сделать двадцатилетний юбилей выпуска самым запоминающимся в истории и стремится изо всех сил привезти на него самого популярного парня в школе, а ныне — актера-неудачника, снимающегося главным образом в рекламе, да и то не в самой лучшей."
127198,Dope (2015),Comedy|Drama,"В центре истории подросток, мечтающий учиться в Гарварде, однако на дворе 90-е годы и живет он в преступном района Инглвуда, откуда выбраться не так уж и просто."
127202,Me and Earl and the Dying Girl (2015),Drama,"История о подростке-режиссере, который пытается оказывать поддержку болеющей раком однокласснице."
127204,The Overnight (2015),Comedy,"Алекс, Эмили и их сын только переехали в Лос-Анджелес и отчаянно пытаются завести новых друзей. После случайной встречи с неким Куртом в местном парке, они с радостью принимают его приглашение присоединиться к семейному ужину. Но после того, как их дети ложатся спать, вечер перестает быть томным — потому что пары начинают делиться своими сокровенными тайнами…"
127212,The Stanford Prison Experiment (2015),Drama|Thriller,"В основу фильма положен эксперимент американского психолога. Он выбрал добровольцев, которые сыграли роль надзирателей и заключенных, и устроил им в одном корпусе настоящую тюрьму. Люди быстро освоились и, к огромному удивлению психолога, стали вести себя непредсказуемо. К чему приведет вышедший из-под контроля эксперимент?"
127298,A Pigeon Sat on a Branch Reflecting on Existence (2014),Comedy|Drama,"Тридцать девять скетчей, связанных между собой странной парой друзей — торговцем никому ненужной утварью и его плаксивым товарищем, которые слоняются по городу, наблюдая за причудами окружающих их людей."
127319,The Loft (2014),Thriller,"Пятеро женатых друзей решают совместно снять респектабельную квартиру, чтобы приводить туда любовниц и реализовывать свои сексуальные фантазии. Но однажды они находят в квартире обнаженное тело убитой женщины… Все пятеро подозревают в убийстве друг друга."
127323,Vice (2015),Action|Adventure|Sci-Fi|Thriller,"Действие происходит в относительно недалеком будущем, когда для богачей создан специальный город-курорт, основные обитатели которых и обслуга — андроиды. Туристы за соответствующую мзду могут осуществить здесь самые безумные свои фантазии, а андроиды, пострадавшие от рук людей, направляются на перезагрузку памяти. Но однажды случается сбой, и женщина-андроид обретает память о всех кошмарах, которым богатые извращенцы подвергали ее и остальных искусственных людей. И она решает отомстить…"
127390,Family Guy Presents: Blue Harvest (2007),Animation|Comedy,
128087,Trinity and Sartana Are Coming (1972),Comedy|Western,
128089,Kevin Hart: I'm a Grown Little Man (2009),Comedy,"В этом заводном комедийном сериале звезда стендапа Кевин Харт делится своей уникальной точкой зрения на вопросы работы, расы, семьи и друзей."
128097,Jim Norton: American Degenerate (2013),Comedy,
128099,Jim Jefferies: BARE (2014),Comedy,Предельно откровенный разговор с умело сыгранными поведенческими нотками хамства и наглости.
128197,Hard Promises (1991),Comedy|Romance,
128360,The Hateful Eight (2015),Western,"США после Гражданской войны. Легендарный охотник за головами Джон Рут по кличке Вешатель конвоирует заключенную. По пути к ним прибиваются еще несколько путешественников. Снежная буря вынуждает компанию искать укрытие в лавке на отшибе, где уже расположилось весьма пёстрое общество: генерал конфедератов, мексиканец, ковбой… И один из них — не тот, за кого себя выдает."
128366,Patton Oswalt: Tragedy Plus Comedy Equals Time (2014),Comedy,
128488,Wild Card (2015),Action|Crime|Drama|Thriller,"Главный герой — бывший военный Ник Эскаланте — работает в Лас-Вегасе охранником, мечтает накопить денег и навсегда уехать в Венецию. Но Ник соглашается помочь проститутке Холли, постоянно подвергающейся насилию со стороны сына крупного гангстера, из-за чего отъезд в Венецию затягивается."
128512,Paper Towns (2015),Drama|Mystery|Romance,"Выпускник школы Кью Джейкобсен с детских лет тайно влюблен в свою прекрасную и дерзкую соседку Марго Рот Шпигельманн. Поэтому, когда однажды ночью она приглашает его принять участие в «карательной операции» против ее обидчиков, он соглашается. Но, придя в школу после их ночного приключения, Кью узнает, что Марго исчезла… оставив для него лишь таинственные послания, которые он должен разгадать, чтобы найти девушку."
128520,The Wedding Ringer (2015),Comedy,"Главный герой женится на девушке своей мечты. Он купил кольца и смокинг, оплатил шикарный ресторан, но для идеальной церемонии не хватает маленькой детали — друзей жениха. Эту «услугу» он находит в специальном агентстве, где напрокат получает целый комплект «друзей»… Пройдет ли теперь подготовка и сама свадьба идеально?"
128542,Wyrmwood (2015),Action|Horror|Sci-Fi,"Барри был талантливым механиком и семейным человеком, пока его жизнь не была разрушена в канун зомби-апокалипсиса. В дороге он объединяется с ещё одним выжившим, Чалкером, и вместе они вооружают себя, чтобы противостоять на своём пути орде плотоядных монстров, рыщущих в суровых австралийских зарослях."
128592,The Boy Next Door (2015),Mystery|Thriller,Отношения разведенной женщины и ее соседа-подростка заходят слишком далеко…
128594,Boy Meets Girl (2015),Comedy|Drama|Romance,
128620,Victoria (2015),Crime|Drama|Romance,"Виктория — испанская девушка, которая живёт в Берлине. Однажды на выходе из клуба она знакомится с четырьмя парнями — Зонне, Боксером, Блинкером и Фусом. Ребята обещают ей показать «настоящий Берлин». Но прогулкой по ночному городу дело не ограничивается. Оказывается, парням нужно разобраться со старым долгом, а поскольку один из них слишком пьян, они просят Викторию побыть водителем."
128695,The Dark Valley (2014),Western,"Тайными путями одинокий всадник пробирается в маленький городок высоко в Альпах. Никто не знает, откуда прибыл незнакомец и чего он хочет. Но в одном жители городка уверены — они не хотят, чтобы он оставался здесь."
128736,I'm Here (2010),Drama,"Робот-библиотекарь Шелдон ведет скучную и одинокую жизнь в Лос-Анджелесе, пока не встречает необычную девушку-робота, меняющую все раз и навсегда…"
128832,The Last Five Years (2014),Comedy|Drama|Musical|Romance,"История начинающей актрисы и успешного писателя, которые поют о своем разрушающемся браке."
128838,Crimson Peak (2015),Horror,"Дурная слава преследует дом, что возвышается над городом. С приходом зимы он утопает в кровавых снегах. Говорят, дело в глине, проступающей на поверхность. Но ни единая душа не рискует ступить на ледяной склон… кроме нее. Она влюблена в таинственного незнакомца, живущего в древних стенах со своей сестрой. Багровый пик пробудился и уже не уснет."
128842,Dragonheart 3: The Sorcerer's Curse (2015),Action|Adventure|Fantasy,"В условной, мифологической Британии идет война между рыцарями, охраняющими южные земли и кельтскими племенами с севера. Их разделяет знаменитый Адрианов Вал. Когда на землю падает звезда, юный и отважный воин Гарет решает отправиться на ее поиски. Ведь согласно легендам, там, куда упала звезда, хранятся несметные сокровища. Он перелезает через стену и оказывается в таинственном северном лесу, населенном колдунами, девами-воительницами и драконами..."
128852,Chris Rock: Bigger & Blacker (1999),Comedy,"Выступление комика Криса Рока. В нём речь пойдет о родителях, оружии, политике и другом."
128900,The Natural Love (1996),Documentary,
128902,The Forgotten Space (2010),Documentary,
128908,Cloudburst (2011),Adventure|Comedy|Drama,
128914,Tom Segura: Completely Normal (2014),Comedy,"В спешле «Абсолютно нормальный» Том Сегура делится своими мыслями насчет инвалидов, убийц и обучающего порно — в общем, полностью противоречит названию спешла."
128944,"Honey, We Shrunk Ourselves (1997)",Action|Adventure|Children|Comedy|Sci-Fi,"На этот раз самому профессору выпал шанс оценить, каково сражаться с тараканами размером с Годзиллу и кататься на игрушечных автомобильчиках. Если дети вовремя не заметят своих маленьких родителей, они рискуют остаться сиротами.  Самый плохой фильм из трилогии, поставивший жирную точку в ней."
128968,Stitch! The Movie (2003),Animation|Children|Comedy,"Мы знаем, что Стич был «Экспериментальным Образцом 626-м» — но интересовала ли Вас когда-нибудь судьба первых 625? На этот раз речь пойдёт о новых шутках и проказах весёлого и непоседливого инопланетянина, который свалился на планету Земля и прямиком угодил в семью Лило. Теперь Стич, Пликли и Джамба — члены одной семьи.  Но Лило и Стич ещё не знают, что Джамба тайно отправил на Землю всех 625 инопланетных предшественников… и злобный Капитан Ганту намеревается отправить их всех обратно. Всё зависит от Лило и Стича, смогут ли они спасти свою инопланетную родню?"
128975,Hot Tub Time Machine 2 (2015),Comedy|Sci-Fi,"Когда Лу попадает в неприятности, Ник и Джейкоб включают машину времени в джакузи, чтобы вернуться в прошлое. Но они случайно попадают в будущее с Адамом-мл. Теперь они должны изменить будущее, чтобы спасти прошлое... которое является настоящим."
128991,Johnny Express (2014),Animation|Comedy|Sci-Fi,"Джонни - парень из доставки, путешествующий по различным планетам и галактикам, чтобы доставлять межгалактическую почту. Он ленив и его единственное желание — спать в автопилотируемом космическом корабле. Когда корабль прибывает в пункт назначения, все, что он должен сделать — это просто вручить посылку. Тем не менее, Джонни встречает странные и причудливые планеты, где всё идёт не по плану. Сможет ли он закончить свою миссию без проблем?"
129011,Eddie Izzard: Glorious (1997),Comedy,"У рутины Эдди Иззарда есть слабая траектория от начала Ветхого Завета и сотворения мира за семь дней до Откровений. По пути мы узнаем о поиске карьеры, плохих жирафах, оплошностях принца Филиппа, туалетах во французских лагерях, тайнах классиков, превращении в папу и избиение трансом."
129229,Northmen - A Viking Saga (2014),Action|Adventure,"Группа викингов оказалась выброшенной на побережье в тылу врага после того, как в ужасном шторме их судно пошло ко дну. Их единственный шанс выжить — это найти путь к поселению викингов. Но для этого им придется пересечь незнакомые и враждебные земли, на которых они никогда не были."
129250,Superfast! (2015),(no genres listed),"Короли комедии снова в строю. На этот раз объектом пародии стала «форсажная» франшиза и прочие фильмы о гонках, ограблениях и крутых тачках. Шутки еще смешнее, ирония еще жестче, плотность гэгов — еще выше."
129313,Reality (2014),Comedy,"Джейсон - неприметный кинооператор, мечтающий снять свой первый фильм ужасов. Состоятельный продюсер Боб Маршалл соглашается финансировать его съёмки при одном условии: в течение 48 часов Джейсон должен отыскать самый впечатляющий крик за всю историю кино. В ходе своих поисков Джейсон постепенно погружается в настоящий кошмар."
129333,Julia (2014),Horror|Thriller,"Джулия – робкая, простая девушка, работающая медсестрой в больнице пластических операций, знакомится с успешным молодым человеком, который приглашает ее на романтическую встречу к себе в дом. Девушка, ожидающая вечерней романтики, очень скоро становится жертвой изнасилования этим милым парнем и его друзьями. После чего ее выбрасывают, как ненужную вещь, на берег реки. Однако, невзирая ни на что, девушке удается выжить. Разочаровавшаяся в жизни, побитая и оскорбленная, девушка знакомится с симпатичной девушкой Сейди, которая полностью меняет ее мировоззрение."
